Item #,Latitude,Longitude,Zip_Code,State Abbrv. ,State,Year,TimeStamp,Event (short name),Event Description,Event Class,Gender of Victim(s),Source,Permanent URL
74,32.073266,-81.114807,31415,GA,Georgia,2016,2016-11-27T00:00:00,Violent Threat,"A letter addressed to the Children of Satan arrives at the Islamic Center of Savannah, Georgia. It states that Donald Trump's election is a day of reckoning for the Muslim community. Trump, it continues, is going to cleanse America,ædoing to Muslims what Hitler did to Jews. The same letter was sent to twelve other mosques across the country.",public campaigns (targeting community),male and female,http://politics.blog.ajc.com/2016/11/28/threat-letter-to-savannah-mosque-urges-muslims-to-get-out-of-dodge/,
75,37.956109,-100.865479,67846,KS,Kansas,2016,2016-10-14T00:00:00,Violent Threat,"Three members of a Kansas militia are charged with plotting to blow up a building housing Somali immigrants, many of whom work at Garden City, Kansas, meat packing plants.",crimes against people,male and female,https://www.theguardian.com/us-news/2016/oct/14/bomb-plot-somali-immigrant-kansas-militia-charged?CMP=Share_iOSApp_Other,
76,37.958275,-121.293182,95202,CA,California,2016,2016-11-26T00:00:00,Violent Threat,"A letter addressed to the Children of Satan arrives at the Islamic Center of Stockton, California. It states that Donald Trump's election is a day of reckoning for the Muslim community. Trump, it continues, is going to cleanse America,ædoing to Muslims what Hitler did to Jews. The same letter was sent to twelve other mosques across the country.",public campaigns (targeting community),male and female,http://www.recordnet.com/news/20161128/stockton-mosque-receives-hate-letter,
77,41.812267,-71.38916,2914,RI,Rhode Island,2016,2016-11-29T00:00:00,Violent Threat,"A letter addressed to the Children of Satan arrives at Masjid al-Kareem, a mosque in Providence, Rhode Island. It states that Donald Trump's election is a day of reckoning for the Muslim community. Trump, it continues, is going to cleanse America,ædoing to Muslims what Hitler did to Jews. The same letter was sent to twelve other mosques across the country.",public campaigns (targeting community),male and female,http://ripr.org/post/threatening-letter-delivered-providence-mosque,
78,42.27426,-83.729553,48104,MI,Michigan,2016,2016-12-01T00:00:00,Violent Threat,"A letter addressed to the Children of Satan arrives at the Islamic Center of Ann Arbor Michigan. It states that Donald Trump's election is a day of reckoning for the Muslim community. Trump, it continues, is going to cleanse America,ædoing to Muslims what Hitler did to Jews. The same letter was sent to twelve other mosques across the country.",public campaigns (targeting community),male and female,http://www.detroitnews.com/story/news/local/michigan/2016/11/30/hate-letter/94698480/,
79,39.766325,-86.160278,46204,IN,Indiana,2016,2016-11-29T00:00:00,Violent Threat,"A letter addressed to the Children of Satan arrives at Masjid al-Fajr Islamic Center of Greater Indianapolis, Indiana. It states that Donald Trump's election is a day of reckoning for the Muslim community. Trump, it continues, is going to cleanse America,ædoing to Muslims what Hitler did to Jews. The same letter was sent to twelve other mosques across the country.",public campaigns (targeting community),male and female,http://www.indystar.com/story/news/politics/2016/11/29/letter-threatens-indy-muslims-trump-cleanse/94631760/,
80,25.772687,-80.231781,33125,FL,Florida,2016,2016-11-28T00:00:00,Violent Threat,"A letter addressed to the Children of Satan arrives at the Islamic Center of Greater Miami, Florida. It states that Donald Trump's election is a day of reckoning for the Muslim community. Trump, it continues, is going to cleanse America,ædoing to Muslims what Hitler did to Jews. The same letter was sent to twelve other mosques across the country.",public campaigns (targeting community),male and female,http://www.miamiherald.com/news/local/community/miami-dade/miami-gardens/article117863778.html,
82,41.974296,-87.907791,60018,IL,Illinois,2015,2015-12-11T00:00:00,Violent Incident,"A North Carolina man, who subsequently pled guilty to obstructing the free exercise of religion, accosts a woman on flight from Chicago to Albuquerque,ægrabbing and pulling off her headscarf. ",crimes against people,female,http://www.chicagotribune.com/news/nationworld/ct-probation-hijab-flight-20161018-story.html,
83,38.542795,-121.738129,95616,CA,California,2016,2016-12-01T00:00:00,Violent Threat,"A letter addressed to the Children of Satan arrives at the Islamic Center of Davis, California. It states that Donald Trump's election is a day of reckoning for the Muslim community. Trump, it continues, is going to cleanse America,ædoing to Muslims what Hitler did to Jews. The same letter was sent to twelve other mosques across the country.",public campaigns (targeting community),male and female,http://www.davisenterprise.com/local-news/crime-fire-courts/threatening-letter-sent-to-the-islamic-center-of-davis/,
84,42.36311,-71.362381,1778,MA,Massachusetts,2016,2016-12-01T00:00:00,Violent Threat,"A letter addressed to the Children of Satan arrives at the Islamic Center of Boston in Wayland, Massachusetts. It states that Donald Trump's election is a day of reckoning for the Muslim community. Trump, it continues, is going to cleanse America,ædoing to Muslims what Hitler did to Jews. The same letter was sent to twelve other mosques across the country.",public campaigns (targeting community),male and female,https://www.bostonglobe.com/metro/2016/12/02/wayland-mosque-receives-hate-letter-that-mentions-president-elect-donald-trump/Fw8KFQhMgkliZdv4eL1G2N/story.html,
85,29.293585,-94.806519,77550,TX,Texas,2016,2016-11-27T00:00:00,Vandalism,"A Muslim-owned restaurant in Galviston, Texas, is vandalized twice in one week. In the first incident, vandals smeared bacon grease on the restaurant's door handles, while in the second incident vandals covered the front of theæbuilding with bacon.",crimes against property,male,http://www.chron.com/news/houston-texas/article/Muslim-business-owner-finds-front-of-his-10689480.php,
86,44.177033,-88.06469,54110,WI,Wisconsin,2016,2016-02-03T00:00:00,Employment Discrimination,"Ariens, a power equipment company, reorganizes break schedules to minimize the impact of breaks on assembly lines. Muslim employees are fired for failing to abide by the 2 breaks per day policy while others resign.",bias-related incident (targeting individual or specific group),male and female,http://www.nydailynews.com/news/national/muslim-factory-workers-fired-prayer-break-policy-article-1.2519354,
87,44.085612,-93.235474,55060,MN,Minnesota,2016,2016-04-27T00:00:00,Employment Discrimination,"A group of Muslim employees files suit against a hardware manufacturer for denying them a place to pray while at work. The employees were fired for ""violating the bathroom policy"" while performing ritual ablutions.",bias-related incident (targeting individual or specific group),male and female,http://www.startribune.com/fired-muslim-workers-claim-discrimination-at-plant-in-owatonna/377295741/,
88,40.709792,-74.009399,10038,NY,New York,2016,2016-06-02T00:00:00,Employment Discrimination,A Muslim police officer is suspended without pay for wearing a beard in observance of his faith. The officer files a suit and is reinstated while an internal review happens.,bias-related incident (targeting individual or specific group),male,http://www.nydailynews.com/new-york/muslim-nypd-officer-suspended-refusing-shave-beard-article-1.2683755,
89,44.995883,-93.251953,55413,MN,Minnesota,2016,2016-11-12T00:00:00,Vandalism,"A panel on a campus bridge that is reserved for the Muslim Student Association at the University of Minnesota is vandalized with the word ""ISIS.""æ",crimes against property,male and female,http://www.startribune.com/u-s-muslim-students-association-to-repaint-bridge-display-that-was-defaced-last-week/400865031/#1,
90,32.787275,-79.936523,29403,SC,South Carolina,2016,2016-05-10T00:00:00,Education Discrimination,"The Citadel, a 174-year-old unaffiliated military institution, decides that it will not amend it's uniform to allow for the religious needs of a hijab-wearing applicant. The institution previously has made accomodations for prayer and diets based on religion.",bias-related incident (targeting individual or specific group),female,https://www.nytimes.com/2016/05/11/us/citadel-denies-students-request-to-wear-a-hijab.html,
91,32.745558,-117.072029,92115,CA,California,2016,2016-10-30T00:00:00,Assault,Three men are charged with assault and a hate crime after beating a Somali man in a pizza parlor. The incident began with hate speech referencingærace and religion directed at the victims.,crimes against people,male,http://www.sandiegouniontribune.com/news/public-safety/sd-me-crime-hate-20161030-story.html,
92,37.692514,-97.338867,67202,KS,Kansas,2016,2016-10-28T00:00:00,Public Campaign,The Kansas state Republican party sends out a series of mailers utilizing stereotyping as a means of connecting all Muslims to terror groups.,public campaigns (targeting community),male and female,http://www.kansas.com/news/politics-government/article111088287.html,
93,28.035016,-82.391281,33617,FL,Florida,2016,2016-10-26T00:00:00,Public Campaign,"A letter circulates insinuating that a Muslim candidate for city council, a longtime resident of the Tampa, Florida, area with deep community roots, has ties to terrorist organizations and may seek to impose Islamic law in Tampa.",public campaigns (targeting community),male,http://www.tbo.com/news/politics/letter-sent-to-temple-terrace-homes-says-muslim-candidate-unfit-for-office-20161026/,
94,40.688318,-73.990173,11201,NY,New York,2016,2016-12-03T00:00:00,Violent Threat,"In New York City, New York, a man accostsæan off-duty NYPD officer, Amr Elsokary, who had intervened in a dispute. He threatens to kill heræand tells her to go back to her country. The man is subsequently charged withæaggrevated harassment and menacing as a hate crime.",crimes against people,female,http://www.cnn.com/2016/12/05/us/muslim-nypd-officer-harassed-trnd/index.html,
95,42.690006,-83.40889,48329,MI,Michigan,2016,2016-10-25T00:00:00,Legislative Discrimination,"Waterford, MI, passes a resolution refusing to participate in the federal government's refugee resettlement program, citing concerns about refugees from the Middle East.",public campaigns (targeting community),male and female,http://www.freep.com/story/news/local/michigan/oakland/2016/10/25/waterford-ordinance-would-put-hold-accepting-refugees/92698772/,
